code,category_no,category,subcategory_no,subcategory,service,note,requires_health_check,health_check_reason,duration_default,duration_min,duration_max,price
10.4.5,10,"Волосы: стрижки, окрашивание, уходы, укладки",10.4,Уходы и восстановление волос,Уход для блонда,,false,,,,,
10.4.6,10,"Волосы: стрижки, окрашивание, уходы, укладки",10.4,Уходы и восстановление волос,Уход для кожи головы,,false,,,,,
10.4.7,10,"Волосы: стрижки, окрашивание, уходы, укладки",10.4,Уходы и восстановление волос,Пилинг кожи головы,,false,,,,,
10.4.8,10,"Волосы: стрижки, окрашивание, уходы, укладки",10.4,Уходы и восстановление волос,Скраб кожи головы,,false,,,,,
10.4.9,10,"Волосы: стрижки, окрашивание, уходы, укладки",10.4,Уходы и восстановление волос,Маска для волос,,false,,,,,
10.4.10,10,"Волосы: стрижки, окрашивание, уходы, укладки",10.4,Уходы и восстановление волос,Глубокое увлажнение волос,,false,,,,,
10.4.11,10,"Волосы: стрижки, окрашивание, уходы, укладки",10.4,Уходы и восстановление волос,Питание волос,,false,,,,,
10.4.12,10,"Волосы: стрижки, окрашивание, уходы, укладки",10.4,Уходы и восстановление волос,Ботокс для волос,,false,,,,,
10.4.13,10,"Волосы: стрижки, окрашивание, уходы, укладки",10.4,Уходы и восстановление волос,Кератиновое восстановление,,false,,,,,
10.4.14,10,"Волосы: стрижки, окрашивание, уходы, укладки",10.4,Уходы и восстановление волос,Кератиновое выпрямление,,false,,,,,
10.4.15,10,"Волосы: стрижки, окрашивание, уходы, укладки",10.4,Уходы и восстановление волос,Нанопластика волос,,false,,,,,
10.4.16,10,"Волосы: стрижки, окрашивание, уходы, укладки",10.4,Уходы и восстановление волос,Биксипластия,,false,,,,,
10.4.17,10,"Волосы: стрижки, окрашивание, уходы, укладки",10.4,Уходы и восстановление волос,Коллагенирование волос,,false,,,,,
10.4.18,10,"Волосы: стрижки, окрашивание, уходы, укладки",10.4,Уходы и восстановление волос,Счастье для волос,,false,,,,,
10.4.19,10,"Волосы: стрижки, окрашивание, уходы, укладки",10.4,Уходы и восстановление волос,Абсолютное счастье для волос,,false,,,,,
10.4.20,10,"Волосы: стрижки, окрашивание, уходы, укладки",10.4,Уходы и восстановление волос,Холодное восстановление волос,,false,,,,,
10.4.21,10,"Волосы: стрижки, окрашивание, уходы, укладки",10.4,Уходы и восстановление волос,Горячее восстановление волос,,false,,,,,
10.4.22,10,"Волосы: стрижки, окрашивание, уходы, укладки",10.4,Уходы и восстановление волос,Ламинирование волос,,false,,,,,
10.4.23,10,"Волосы: стрижки, окрашивание, уходы, укладки",10.4,Уходы и восстановление волос,Экранирование волос,,false,,,,,
10.4.24,10,"Волосы: стрижки, окрашивание, уходы, укладки",10.4,Уходы и восстановление волос,Глазирование волос,,false,,,,,
10.4.25,10,"Волосы: стрижки, окрашивание, уходы, укладки",10.4,Уходы и восстановление волос,Полировка волос,,false,,,,,
10.4.26,10,"Волосы: стрижки, окрашивание, уходы, укладки",10.4,Уходы и восстановление волос,Запечатывание секущихся концов,,false,,,,,
10.4.27,10,"Волосы: стрижки, окрашивание, уходы, укладки",10.4,Уходы и восстановление волос,SPA-уход для волос,,false,,,,,
10.4.28,10,"Волосы: стрижки, окрашивание, уходы, укладки",10.4,Уходы и восстановление волос,Ампульный уход,,false,,,,,
10.4.29,10,"Волосы: стрижки, окрашивание, уходы, укладки",10.4,Уходы и восстановление волос,Протеиновый уход,,false,,,,,
10.4.30,10,"Волосы: стрижки, окрашивание, уходы, укладки",10.4,Уходы и восстановление волос,Olaplex-уход,,false,,,,,
10.4.31,10,"Волосы: стрижки, окрашивание, уходы, укладки",10.4,Уходы и восстановление волос,K18-уход,,false,,,,,
10.4.32,10,"Волосы: стрижки, окрашивание, уходы, укладки",10.4,Уходы и восстановление волос,Lebel-уход,,false,,,,,
10.4.33,10,"Волосы: стрижки, окрашивание, уходы, укладки",10.4,Уходы и восстановление волос,Davines-уход,,false,,,,,
10.4.34,10,"Волосы: стрижки, окрашивание, уходы, укладки",10.4,Уходы и восстановление волос,Kerastase-уход,,false,,,,,
10.5.1,10,"Волосы: стрижки, окрашивание, уходы, укладки",10.5,Наращивание и густота волос,Консультация по наращиванию волос,,false,,,,,
10.5.2,10,"Волосы: стрижки, окрашивание, уходы, укладки",10.5,Наращивание и густота волос,Капсульное наращивание волос,,false,,,,,
10.5.3,10,"Волосы: стрижки, окрашивание, уходы, укладки",10.5,Наращивание и густота волос,Горячее капсульное наращивание,,false,,,,,
10.5.4,10,"Волосы: стрижки, окрашивание, уходы, укладки",10.5,Наращивание и густота волос,Холодное капсульное наращивание,,false,,,,,
10.5.5,10,"Волосы: стрижки, окрашивание, уходы, укладки",10.5,Наращивание и густота волос,Ленточное наращивание волос,,false,,,,,
